comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,label
1.0497764,9.1877985,7.4424815,5.038498,6.7954984,0.0,4.702147,3.9601495,1106360_F.jpg
0.5344773,4.4077663,3.5067189,3.1076322,4.796985,0.0,9.423867,3.7688746,1109302_B.jpg
0.5337121,4.409403,3.4974618,3.1086056,4.8119903,0.0,9.445447,3.7501264,1109302_F.jpg
0.6395553,6.435801,5.430666,3.6790042,5.6261177,0.0,8.632416,3.933588,1109514_B.jpg
0.62548536,6.471586,5.67468,3.6691873,5.5682807,0.0,8.355706,3.864898,1109514_F.jpg
0.6200259,8.798591,6.1905184,4.912002,6.891864,0.0,6.4015074,4.036886,1110049_B.jpg
0.5403998,8.503823,6.1657963,5.025049,6.8088317,0.0,6.243635,4.1486034,1110049_F.jpg
0.536111,3.746365,3.0146866,2.922741,4.7255273,0.0,10.434525,3.9428174,1110082_B.jpg
0.5479614,3.8492029,3.0427322,2.9315135,4.751756,0.0,10.402146,3.9584532,1110082_F.jpg
0.8235887,8.223608,7.3688374,4.341535,5.382337,0.0,7.080004,4.3626413,1110223_B.jpg
0.83791316,8.428061,7.355708,4.177098,5.3616023,0.0,6.8254085,4.431529,1110223_F.jpg
1.505663,9.266256,8.234745,4.001904,6.318724,0.0,7.333357,4.5934944,1110331_B.jpg
1.4056907,8.953043,7.862274,4.271225,6.41117,0.0,7.182665,4.549874,1110331_F.jpg
1.3824608,9.581552,8.520089,3.7895484,5.9685507,0.0,7.673563,5.155653,1111057_B.jpg
1.4985433,9.482022,8.765182,3.7924247,5.768036,0.0,7.4583774,5.2870317,1111057_F.jpg
0.5694203,8.471964,6.4695463,4.7476864,6.6712494,0.0,6.2088814,3.891526,1111331_B.jpg
0.6124624,8.648979,6.7596636,4.561349,6.657669,0.0,5.9494414,3.8697815,1111331_F.jpg
0.58543915,7.0676785,4.9657807,4.1723785,5.992699,0.0,7.707127,4.2667546,1112094_B.jpg
0.5555248,7.211534,5.0701838,4.214156,5.969677,0.0,7.6883965,4.1217947,1112094_F.jpg
0.6131989,5.3937626,4.6729007,3.152636,4.8738756,0.0,9.126621,3.8362505,1112486_B.jpg
0.67022073,5.4050922,4.808442,3.12949,5.0795627,0.0,8.965332,3.8179429,1112486_F.jpg
1.1016741,8.610943,6.700247,4.8473663,6.701585,0.0,7.164653,4.2867427,1112502_B.jpg
0.9350381,8.621264,6.7673497,4.9103336,6.6541476,0.0,7.247242,4.3625336,1112502_F.jpg
0.60391706,7.541066,5.5506682,4.565222,6.4662194,0.0,6.8641295,3.881962,1113010_B.jpg
0.57434475,7.668653,5.7003965,4.777375,6.5075717,0.0,6.7103815,3.8568535,1113010_F.jpg
1.1598125,8.132151,6.201499,3.8790333,5.5457273,0.0,7.160864,4.1689367,1113158_B.jpg
1.4617953,7.711032,5.7008057,4.1668243,5.4164877,0.0,7.374263,4.183223,1113158_F.jpg
0.6318212,5.673906,5.0499,2.774415,4.937056,0.0,8.823242,4.425928,1113377_B.jpg
0.6129709,5.7099466,5.0843086,2.8400989,4.9790106,0.0,8.796455,4.396187,1113377_F.jpg
0.5420585,5.175764,4.2882714,2.8733525,5.034974,0.0,9.480772,4.009824,1113455_B.jpg
0.5449282,5.2636175,4.3693304,2.8801222,5.0020742,0.0,9.338316,4.0269394,1113455_F.jpg
0.57867754,5.691431,5.0535994,3.176195,4.8307805,0.0,9.014593,4.110744,1116211_B.jpg
0.57347137,5.7980533,5.004859,3.2072353,4.9289975,0.0,9.017454,4.1262465,1116211_F.jpg
0.5642904,6.5094404,4.9935694,4.1573114,5.9975348,0.0,7.702544,3.804926,1116482_B.jpg
0.5772986,6.597459,4.9962845,4.101323,6.036647,0.0,7.7306814,3.7881436,1116482_F.jpg
0.53945446,4.3839803,3.3930926,3.0015755,4.9291925,0.0,9.830077,3.900788,1117335_B.jpg
0.53518414,4.394121,3.413189,3.0418496,4.9747066,0.0,9.894667,3.886656,1117335_F.jpg
0.6979014,7.222333,6.390107,3.603306,5.147895,0.0,7.8652945,4.1274605,1117473_B.jpg
0.69812024,7.2443495,6.4722786,3.6081328,5.1797266,0.0,7.9004436,4.2722263,1117473_F.jpg
0.5288736,6.3871775,5.14257,4.0342216,5.184267,0.0,8.433592,3.9918315,1118437_B.jpg
0.5617766,6.5020375,5.1465282,3.9542518,5.41716,0.0,8.367213,3.904872,1118437_F.jpg
0.7248626,7.3024135,6.2046695,3.8597536,5.9655523,0.0,8.119352,3.896939,1118443_B.jpg
0.7509804,7.5784354,6.383024,3.6398244,5.829835,0.0,7.98032,3.9009743,1118443_F.jpg
0.5342261,4.131181,3.252646,2.9585385,4.799696,0.0,10.050949,3.959891,1119027_B.jpg
0.5315552,4.0425034,3.1656928,3.025085,4.8284388,0.0,10.167956,3.9418693,1119027_F.jpg
0.51588255,4.95055,3.6755466,3.45689,5.157137,0.0,9.5334015,4.0339355,1119062_B.jpg
0.5484877,4.949319,3.7701952,3.2859323,5.103059,0.0,9.618852,4.04939,1119062_F.jpg
0.5434879,6.0101666,4.692603,3.8637362,5.790675,0.0,8.259034,3.854864,1119143_B.jpg
0.5447682,6.1660576,4.775417,3.8537145,5.8621154,0.0,8.192675,3.821912,1119143_F.jpg
0.5656677,8.15822,6.0864115,5.188959,6.876543,0.0,6.135182,3.8758779,1119273_B.jpg
0.55963695,8.566071,6.363661,5.2922535,6.808314,0.0,5.964903,3.8930614,1119273_F.jpg
0.5843581,8.253781,6.1596317,5.0998535,6.5103254,0.0,5.946245,3.626433,1120091_B.jpg
0.70768225,9.072621,6.6045566,4.86656,6.9054246,0.0,5.579026,3.6509695,1120091_F.jpg
1.2303305,7.0131407,5.3000975,4.190175,5.227101,0.0,7.462042,3.6374884,1120118_B.jpg
1.3738446,7.163994,5.2151203,4.2478414,5.4016376,0.0,7.238165,3.6227007,1120118_F.jpg
0.5449314,4.3082685,3.3683536,3.0142117,4.739683,0.0,9.900987,3.9509482,1120288_B.jpg
0.5609786,4.412075,3.4426,3.0411134,4.80483,0.0,9.855507,3.9678388,1120288_F.jpg
0.5838927,4.5237045,3.6785429,2.982648,4.756308,0.0,9.661844,3.8416805,1120297_B.jpg
0.5815781,4.5041637,3.6818426,2.9610705,4.8249516,0.0,9.783189,3.895742,1120297_F.jpg
0.57471865,4.738536,3.7803326,2.8855886,5.0709457,0.0,9.909895,3.920152,1123051_B.jpg
0.5700406,4.6684103,3.7730289,2.9264464,5.038378,0.0,9.9182005,3.92327,1123051_F.jpg
0.5331903,3.9081166,3.1084042,2.9901872,4.747557,0.0,10.288389,3.9204094,1123087_B.jpg
0.52840245,3.8853493,3.0316987,2.991492,4.7498803,0.0,10.362669,3.9543228,1123087_F.jpg
0.8547082,4.7467747,3.9011903,2.917695,4.936269,0.0,9.470394,3.8825345,1123135_B.jpg
0.83982044,4.872346,4.141384,3.0349386,4.8910055,0.0,9.266565,3.8350801,1123135_F.jpg
0.76575035,9.608195,7.7241955,5.7605476,7.2271967,0.0,5.170022,4.430353,1123154_B.jpg
0.82578516,9.737737,7.686468,5.8791685,7.3931723,0.0,4.9966846,4.3808117,1123154_F.jpg
0.6075485,6.45327,5.3205376,3.3956888,5.1882877,0.0,8.519617,4.4009943,1123204_B.jpg
0.6220724,6.4745173,5.5047493,3.3302295,4.963429,0.0,8.502531,4.4161096,1123204_F.jpg
0.6072912,4.7957144,3.8893251,3.000597,4.9635057,0.0,9.575857,3.901875,1124366_B.jpg
0.6083324,4.8235703,4.0277395,3.0603414,4.9294424,0.0,9.541124,3.9325569,1124366_F.jpg
0.54191524,6.983404,5.1537356,4.1524487,5.638488,0.0,7.773784,3.8748019,1124395_B.jpg
0.5679144,6.9306164,5.206562,3.9681306,5.7486362,0.0,7.841116,3.9384239,1124395_F.jpg
1.9992421,10.092533,8.390976,3.3482103,6.5783987,0.0,6.6341257,4.0184317,1125029_B.jpg
1.7580491,10.02832,8.010815,3.1427982,6.720789,0.0,6.770979,4.1397734,1125029_F.jpg
4.2245293,11.614608,10.679973,4.786783,6.1547637,0.0,3.5147924,3.435683,1125032_B.jpg
2.9201488,10.761594,9.80793,4.899168,6.571426,0.0,3.3645897,3.276776,1125032_F.jpg
0.7175461,8.336946,7.080036,4.148714,5.643312,0.0,7.056321,4.0042887,1125133_B.jpg
0.71873224,8.404023,7.4175444,4.0998015,5.2587523,0.0,6.9265065,4.0584536,1125133_F.jpg
0.9124425,8.43859,7.8064566,3.9502425,5.0499854,0.0,6.498539,4.4765844,1125162_B.jpg
0.8752289,8.329446,7.763515,3.8445852,5.1777515,0.0,6.628525,4.1747365,1125162_F.jpg
0.6299186,6.26572,5.35126,3.4071813,5.5910645,0.0,8.14126,3.8648722,1125302_B.jpg
0.5990947,6.2569056,5.1020966,3.5409489,5.6195774,0.0,8.149826,3.8774073,1125302_F.jpg
2.111895,10.219805,9.379339,3.3520362,6.5217905,0.0,6.5158544,4.4324636,1126028_B.jpg
2.468978,10.540706,10.025966,2.7612848,6.5207276,0.0,6.4067326,4.824033,1126028_F.jpg
2.2730272,10.183304,9.273651,4.1087227,6.583678,0.0,6.3169403,4.425253,1126052_B.jpg
2.1527414,10.074195,9.207791,4.555292,6.20643,0.0,6.162057,4.288813,1126052_F.jpg
0.6539927,6.606197,6.1505246,3.460806,5.115536,0.0,8.3140745,4.0992393,1126177_B.jpg
0.69122064,6.8222423,6.606667,3.2702208,5.0260696,0.0,8.147543,4.2839556,1126177_F.jpg
0.98450565,10.111128,8.231941,5.2335777,7.6886787,0.0,4.6232886,3.9809642,1126182_B.jpg
0.93030083,10.482431,8.232332,5.4800496,7.839901,0.0,4.6048803,4.04933,1126182_F.jpg
1.194222,9.118675,7.0801497,4.9322624,6.3962846,0.0,5.4016695,3.7643998,1126313_B.jpg
1.1469164,9.584847,7.2975616,4.8645916,6.4434004,0.0,5.2495413,3.6398652,1126313_F.jpg
0.62446463,5.3128405,4.558541,3.2397943,4.8534555,0.0,9.059731,3.8384056,1127021_B.jpg
0.63082886,5.284374,4.546733,3.2116203,4.8119535,0.0,9.059528,3.9306235,1127021_F.jpg
0.63013107,5.7955008,4.679213,3.08173,4.618387,0.0,8.233799,3.8769965,1127254_B.jpg
0.60530317,5.7295294,4.6452284,3.1771302,4.656911,0.0,8.419065,3.8504329,1127254_F.jpg
0.6975893,9.216787,6.9122643,4.407592,6.3932667,0.0,6.119276,3.7824898,1127302_B.jpg
0.71479154,9.373056,7.1903763,4.607696,6.3974705,0.0,6.1559696,3.656326,1127302_F.jpg
0.6241754,6.2184896,5.29676,3.395402,5.5357084,0.0,7.93194,3.7266707,1127316_B.jpg
0.6156546,6.075372,5.223525,3.414758,5.51956,0.0,8.15843,3.8350844,1127316_F.jpg
0.66043043,5.6180887,5.278755,2.9956546,4.8543925,0.0,8.827271,3.7815614,1130012_B.jpg
0.66498125,5.618213,5.2166853,3.054482,4.817048,0.0,8.763315,3.9560623,1130012_F.jpg
0.58086395,4.2443743,3.4038842,2.9561853,4.811982,0.0,9.916712,3.9159775,1130062_B.jpg
0.6003172,4.2720337,3.3759222,2.9604397,4.789874,0.0,9.872572,3.9045002,1130062_F.jpg
1.4513634,6.895959,6.584321,3.531393,5.131702,0.0,6.925288,3.7704268,1130126_B.jpg
1.5032032,7.0008526,6.528927,3.725747,5.138403,0.0,6.9118996,3.7912297,1130126_F.jpg
0.62303126,6.5804405,5.8320217,3.5437007,5.2938647,0.0,8.416637,4.2639914,1201280_B.jpg
0.6083975,6.5562186,5.6901627,3.6457381,5.2402177,0.0,8.531203,4.359853,1201280_F.jpg
0.7179762,9.983837,7.446933,5.5751953,7.376779,0.0,5.221747,4.011563,1201428_B.jpg
0.7877908,10.038155,7.626358,5.5389633,7.2482247,0.0,5.069505,4.124317,1201428_F.jpg
1.696239,11.448599,9.060728,5.1282806,7.2204437,0.0,4.5697193,4.56544,1202385_B.jpg
2.0159066,11.481251,9.522542,5.0642858,6.876482,0.0,4.700446,4.692135,1202385_F.jpg
2.9662282,12.821344,11.958765,1.9058672,5.225749,0.0,2.7251344,4.379674,1202442_B.jpg
3.1176949,12.432239,11.746682,2.346437,5.8047824,0.0,2.5514688,4.37621,1202442_F.jpg
0.59230304,5.3321676,4.6837215,3.0405927,4.843999,0.0,9.215994,4.0251455,1203043_B.jpg
0.6022105,5.4083743,4.6525593,3.012312,4.9295444,0.0,9.20889,4.0095825,1203043_F.jpg
0.6792231,7.751956,6.9467173,3.4074564,5.107732,0.0,7.255844,4.258009,1203154_B.jpg
0.7493172,7.8687215,7.1989756,3.2316809,5.0448213,0.0,7.1398554,4.364672,1203154_F.jpg
0.9316746,7.2596965,6.2353535,4.2913146,5.263041,0.0,7.1214843,4.018318,1203204_B.jpg
0.7548301,7.315781,6.401699,4.267918,5.5095167,0.0,7.035484,3.9651504,1203204_F.jpg
0.58906955,4.778995,3.691152,3.111064,5.019802,0.0,9.699618,3.8355513,1203257_B.jpg
0.5755615,4.7598963,3.5803587,3.158295,5.003328,0.0,9.73756,3.8741422,1203257_F.jpg
0.5155185,3.8238208,3.0882792,2.9355502,4.7560062,0.0,10.35587,3.9430976,1207029_B.jpg
0.5239487,3.833481,3.0866947,2.9107752,4.735693,0.0,10.293528,3.9266303,1207029_F.jpg
0.5425473,6.7071595,5.676205,3.8781052,5.1776757,0.0,8.108963,3.9265463,1207518_B.jpg
0.55620456,6.8076644,5.296813,3.9932723,5.4534583,0.0,7.9386034,3.7151558,1207518_F.jpg
0.66890967,6.216551,5.4189053,2.9382696,4.6433926,0.0,8.060001,3.5714345,1209058_B.jpg
0.65297085,6.2548084,5.592064,2.9769077,4.6826735,0.0,8.0697365,3.572248,1209058_F.jpg
0.5580343,6.449005,5.239854,3.9001656,5.853485,0.0,7.929684,3.7413445,1209174_B.jpg
0.5864805,6.567695,5.2929335,3.7775338,5.868174,0.0,7.898117,3.7339048,1209174_F.jpg
0.55834347,6.427423,5.7781935,3.2491257,5.156871,0.0,8.025221,3.7589612,1210495_B.jpg
0.52350914,6.304223,5.6588893,3.3436608,5.277579,0.0,8.016485,3.775341,1210495_F.jpg
0.56824154,4.536672,3.586407,3.1655562,5.095004,0.0,9.896132,3.923926,1210615_B.jpg
0.5688716,4.5877934,3.6744323,3.1417475,5.102315,0.0,9.836237,3.8946671,1210615_F.jpg
0.6143794,8.328557,5.9348946,4.8602915,6.6419525,0.0,6.4948196,3.8484533,1210648_B.jpg
0.5803187,8.404624,5.99234,5.0262575,6.5293264,0.0,6.3312297,3.9606566,1210648_F.jpg
0.50468,4.123668,3.3255208,2.9261856,4.736047,0.0,10.198142,3.939284,1211089_B.jpg
0.50428426,4.0399942,3.2548215,2.9699903,4.7846384,0.0,10.195322,3.9960296,1211089_F.jpg
0.51714694,3.672727,3.0380597,2.9235168,4.7257314,0.0,10.391502,3.90056,1211118_B.jpg
0.52439696,3.6802602,3.0550978,2.923457,4.7115736,0.0,10.350668,3.886383,1211118_F.jpg
